TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3110223,-5.0,99918.0,,,1.0,-8.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,533.0,,,,,,,,New,NotFound,Windows 10,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
3109848,-5.0,166481.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,607.0,417.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3136056,-20.0,85519.0,,,15.0,-100.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,13.0,250.0,127.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,T,mobile,
3455870,-10.0,85249.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,15.0,266.0,139.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3142559,0.0,302956.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,607.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,XT1032 Build/LPBS23.13-56-2
3432744,-5.0,410369.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,176.0,595.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,moto x4 Build/OPWS27.57-40-6
3522777,-5.0,131860.0,0.0,0.0,1.0,-4.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,15.0,271.0,507.0,,,,,,,,Found,Found,,chrome 66.0,,,,F,F,T,F,desktop,
3098638,-5.0,67633.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,489.0,,,,,,,,New,NotFound,iOS 10.3.1,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3423118,-5.0,78260.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,-300.0,Found,Found,166.0,,529.0,600.0,,,,,,,,Found,Found,Mac OS X 10_10_5,safari generic,24.0,2560x1440,match_status:2,T,F,T,F,desktop,MacOS
3111474,-5.0,74529.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
3531448,-5.0,444477.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-480.0,New,NotFound,166.0,,542.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,safari 11.0,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
3545839,-5.0,71567.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,563.0,,,,,,,,Found,Found,,chrome 66.0,,,,F,F,T,F,desktop,
3169548,0.0,80434.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,41.0,-300.0,Found,Found,166.0,,542.0,533.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3438305,-20.0,597652.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,427.0,325.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,GT-N5110 Build/JDQ39
3030411,-55.0,151414.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,35.0,,Found,Found,225.0,,417.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,BLL-L23 Build/HUAWEIBLL-L23
3270435,0.0,43659.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,215.0,391.0,,,,,,,,Found,Found,Android 5.1.1,chrome generic,32.0,,match_status:2,T,F,T,T,mobile,KFGIWI Build/LVY48F
3043297,0.0,13771.0,0.0,-1.0,0.0,0.0,,,0.0,-1.0,100.0,NotFound,,-360.0,Found,Found,166.0,,312.0,214.0,,,,,,,,Found,Found,Mac OS X 10_11_6,safari generic,24.0,1600x900,match_status:2,T,F,T,T,desktop,MacOS
3181721,-5.0,5048.0,0.0,0.0,5.0,0.0,,,0.0,0.0,100.0,Found,52.0,-420.0,Found,Found,166.0,15.0,341.0,225.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,,match_status:2,T,F,T,F,desktop,Windows
3044906,-5.0,60905.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-420.0,Found,Found,166.0,,341.0,225.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3331691,-5.0,165854.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,-300.0,Found,Found,166.0,,312.0,161.0,,,,,,,,Found,Found,iOS 11.2.2,mobile safari generic,32.0,1334x750,match_status:1,T,F,T,F,mobile,iOS Device
3067037,-5.0,68355.0,0.0,0.0,5.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,529.0,161.0,,,,,,,,Found,Found,Windows 8.1,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3559113,-25.0,386990.0,0.0,0.0,4.0,-13.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,271.0,507.0,,,,,,,,Found,Found,,chrome 66.0 for ios,,,,F,F,T,F,mobile,
3027420,-5.0,23266.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,492.0,535.0,,,,,,,,New,NotFound,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3381335,0.0,157254.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-480.0,Found,Found,166.0,,621.0,394.0,,,,,,,,Found,Found,Android 5.0,chrome 65.0 for android,24.0,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG-SM-N900A Build/LRX21V
3565980,-5.0,28882.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,-360.0,New,NotFound,166.0,,397.0,214.0,,,,,,,,New,NotFound,iOS 11.3.0,mobile safari 11.0,32.0,2001x1125,match_status:2,T,F,F,T,mobile,iOS Device
3016485,-5.0,175215.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,435.0,500.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,2732x2048,match_status:1,T,F,F,T,mobile,iOS Device
3198202,-50.0,224036.0,,,0.0,0.0,,,,,100.0,NotFound,62.0,,Unknown,,225.0,,380.0,561.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,F,F,desktop,Windows
3092970,-5.0,328421.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,290.0,401.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3281222,-5.0,120269.0,,,1.0,-11.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,chrome 64.0,,,,F,F,T,F,desktop,Windows
3576159,-55.0,26663.0,,,0.0,-4.0,,,0.0,0.0,100.0,Found,27.0,-360.0,New,NotFound,166.0,17.0,352.0,214.0,,,,,,,,Found,Found,iOS 11.3.1,chrome 66.0 for ios,32.0,1334x750,match_status:2,T,F,F,F,mobile,iOS Device
3374678,-5.0,223484.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,414.0,507.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,
3205785,-5.0,2168.0,0.0,0.0,1.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,542.0,533.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3550024,-20.0,227636.0,,,-3.0,-17.0,,,,,100.0,NotFound,27.0,,Unknown,,225.0,15.0,417.0,588.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
3080159,-5.0,167727.0,,,0.0,0.0,,,0.0,0.0,95.6500015258789,NotFound,49.0,-360.0,New,NotFound,166.0,,312.0,214.0,,,,,,,,Found,Found,Mac OS X 10_10_5,safari generic,24.0,1920x1200,match_status:2,T,F,F,T,desktop,MacOS
3349334,-5.0,347795.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,New,NotFound,,chrome 64.0,,,,F,F,T,F,desktop,
3312869,-45.0,641141.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,,New,NotFound,225.0,,266.0,469.0,,,,,,,,New,NotFound,,chrome 64.0 for android,,,,F,F,T,F,mobile,MYA-L13 Build/HUAWEIMYA-L13
3096617,-5.0,149722.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,193.0,177.0,,,,,,,,New,NotFound,Windows 7,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,F,desktop,Windows
3135921,-5.0,99944.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,13.0,100.0,535.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3062732,-5.0,55939.0,1.0,0.0,0.0,0.0,,,1.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,529.0,256.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3066122,-5.0,72263.0,3.0,0.0,6.0,0.0,,,3.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,312.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3526507,-10.0,596.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,533.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1366x767,match_status:2,T,F,T,T,desktop,Windows
3488842,0.0,88848.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,548.0,161.0,,,,,,,,Found,Found,Mac OS X 10_13_4,chrome generic,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
3230206,-20.0,71695.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,290.0,401.0,,,,,,,,New,NotFound,,chrome,,,,F,F,F,F,mobile,
3221759,-5.0,50288.0,0.0,0.0,4.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,484.0,507.0,,,,,,,,Found,Found,,firefox,,,,F,F,T,F,desktop,rv:58.0
3009991,-5.0,56222.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,445.0,100.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3026445,-5.0,70417.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,177.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2224x1668,match_status:1,T,F,F,T,mobile,iOS Device
3029134,-5.0,76891.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,417.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3068099,-5.0,128756.0,,,0.0,0.0,,,0.0,0.0,95.08000183105469,NotFound,52.0,,New,NotFound,166.0,,399.0,177.0,,,,,,,,Found,Found,,firefox,,,,F,F,T,T,desktop,rv:56.0
3274095,-10.0,100659.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,63.0,-480.0,Found,Found,166.0,15.0,410.0,222.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1600x900,match_status:2,T,F,F,T,desktop,Trident/7.0
3080818,-5.0,24576.0,,,0.0,0.0,,,1.0,0.0,100.0,Found,49.0,-360.0,New,NotFound,166.0,,633.0,280.0,,,,,,,,Found,Found,Mac OS X 10_13_2,safari generic,24.0,2880x1800,match_status:0,T,F,T,F,desktop,MacOS
3157770,0.0,22328.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,307.0,333.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1366x768,,T,T,T,T,desktop,Trident/7.0
3074418,-5.0,185608.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,633.0,500.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,F,F,mobile,iOS Device
3435444,-10.0,264229.0,0.0,0.0,-10.0,-11.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,15.0,567.0,507.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,HUAWEI RIO-L03 Build/HUAWEIRIO-L03
3003580,-5.0,100453.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,542.0,533.0,,,,,,,,Found,Found,Windows 7,firefox 57.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
3273145,-5.0,179989.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,427.0,563.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,XT1053 Build/LPAS23.12-21.7-1
3080535,-10.0,555201.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,edge,,,,F,F,T,T,mobile,Microsoft
3547149,-5.0,1514.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 66.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3193771,-5.0,48697.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,312.0,277.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3021119,-5.0,15027.0,,,2.0,0.0,,,0.0,0.0,90.0,NotFound,52.0,-360.0,New,NotFound,166.0,13.0,542.0,333.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3445059,-5.0,489952.0,,,1.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,271.0,507.0,,,,,,,,New,NotFound,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3561989,-20.0,223835.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,315.0,,,,,,,,New,NotFound,,firefox 60.0,,,,F,F,T,F,desktop,Windows
3551418,-5.0,156780.0,,,11.0,-10.0,,,,,100.0,NotFound,27.0,-300.0,New,NotFound,166.0,15.0,352.0,600.0,,,,,,,,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3179786,-5.0,143772.0,0.0,0.0,3.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,,Found,Found,225.0,,271.0,507.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,F,mobile,LG-K580 Build/MRA58K
3064183,-5.0,61737.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,312.0,214.0,,,,,,,,Found,Found,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3370402,-10.0,167696.0,0.0,0.0,9.0,-19.0,9.0,-19.0,0.0,0.0,100.0,Found,52.0,-360.0,Found,Found,166.0,12.0,573.0,333.0,187.0,14.0,IP_PROXY:TRANSPARENT,15.0,364.0,119.0,Found,Found,Found,Windows 7,chrome 64.0,24.0,1600x900,,T,F,T,F,desktop,Windows
3557634,-25.0,90099.0,,,0.0,-33.0,14.0,-32.0,,,100.0,NotFound,27.0,-300.0,New,NotFound,166.0,18.0,317.0,597.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,100.0,Found,New,NotFound,iOS 11.3.0,mobile safari 11.0,32.0,1334x750,match_status:2,T,F,F,F,mobile,iOS Device
3439912,-10.0,588547.0,0.0,0.0,3.0,0.0,,,0.0,0.0,100.0,Found,64.0,-360.0,Found,Found,166.0,,410.0,177.0,,,,,,,,Found,Found,Mac OS X 10_13_2,safari generic,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
3167848,0.0,82269.0,,,0.0,0.0,,,,,100.0,NotFound,41.0,-300.0,New,NotFound,166.0,,410.0,178.0,,,,,,,,New,NotFound,Android 6.0.1,chrome 59.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-T377V
3123977,-100.0,450492.0,,,0.0,-27.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,345.0,561.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,T,mobile,
3011317,-5.0,151050.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,630.0,280.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2732x2048,match_status:1,T,F,F,T,mobile,iOS Device
3070950,-10.0,220829.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,640.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3403056,-5.0,3316.0,,,1.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,339.0,533.0,,,,,,,,New,NotFound,Windows 7,chrome 65.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3144154,-60.0,265428.0,,,0.0,-5.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3042301,0.0,66173.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-480.0,Found,Found,166.0,,454.0,222.0,,,,,,,,Found,Found,Mac OS X 10_11_6,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,MacOS
3011044,0.0,170761.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,548.0,333.0,,,,,,,,New,NotFound,iOS 9.3.5,mobile safari 9.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3123954,0.0,74525.0,,,0.0,0.0,,,,,100.0,NotFound,,,Found,NotFound,225.0,,427.0,139.0,,,,,,,,Found,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,E5803
3093255,0.0,17767.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,312.0,600.0,,,,,,,,Found,Found,Windows 8.1,ie 11.0 for desktop,24.0,,match_status:2,T,T,T,T,desktop,Trident/7.0
3527952,-5.0,484077.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,firefox 59.0,,,,F,F,T,F,desktop,Windows
3528505,-10.0,276540.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,266.0,595.0,,,,,,,,Found,Found,,chrome 66.0 for android,,,,F,F,T,F,mobile,Moto G (5) Plus Build/NPN25.137-92
3163417,-15.0,200448.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,F,mobile,SM-G900F Build/MMB29M
3188870,-5.0,84801.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,F,mobile,Moto C Plus Build/NRD90M.05.034
3118706,-5.0,458656.0,0.0,0.0,0.0,-16.0,,,0.0,0.0,100.0,NotFound,43.0,,Found,Found,225.0,15.0,384.0,561.0,,,,,,,,Found,Found,,Samsung/SM-G532M,,,,F,F,T,T,mobile,SM-G532M Build/MMB29T
3147656,-20.0,149816.0,,,12.0,-100.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3014123,-5.0,165271.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3097007,-10.0,174437.0,,,0.0,0.0,,,,,100.0,NotFound,63.0,-480.0,New,NotFound,166.0,,542.0,222.0,,,,,,,,New,NotFound,Windows 8.1,ie 11.0 for desktop,24.0,,match_status:2,T,F,F,T,desktop,Trident/7.0
3059439,-10.0,82698.0,,,,,,,,,100.0,NotFound,63.0,-480.0,New,NotFound,166.0,,454.0,222.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,F,T,desktop,Trident/7.0
3039695,-5.0,41497.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,542.0,177.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3092133,-5.0,185910.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,339.0,533.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
3068447,-5.0,157661.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-420.0,Found,NotFound,166.0,,193.0,472.0,,,,,,,,Found,NotFound,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3450793,-5.0,348804.0,,,2.0,0.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,,176.0,325.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,F,desktop,Moto G (4) Build/NPJ25.93-14.7
