,score,date,title,review,link_id,Name,Location,City
16,30,25 June 2016,Oriental food !,"The buffet is excellent, wide spread and worth the penny. Lovely decor and one of the best oriental cuisine place in town.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or10-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
17,50,13 June 2016,Value dining,"Good ambience and good food which has been consistent in quality. Has an excellent Chinese lunch buffet each day with elaborate starters , which is very good value for money .Good service. Very good for family and group dining as well .",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or10-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
18,50,10 June 2016,Goa's Best Chinese Restaurant,"Best Chinese restaurant in Goa with Authentic Chinese food...prompt service...good decent ambience .. You will revisit it for sure. Pepper Garlic Chicken , a must try.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or10-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
19,50,17 May 2016,Excellent,"Very good service and food. Excellent dining experience and yummy food.keep it up. The quality of food is consistent with the brand. The starters, main course were all great.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or10-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
20,40,30 April 2016,chinese,"if your craving for some Chinese food this is the place.located above caculo mall, lovely ambiance.a great place for family time.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or20-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
21,40,28 April 2016,Good food but service can be improved!,"Mainland China is a famous name! I love the food they serve but I think they could improve the service standards. It also seems too crowded due to the table setting in some sections. But not bad if you like chinese food, good to eat out with family & friends. You should give it a try.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or20-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
22,30,26 April 2016,Oriental food !,"Try their buffer to taste little of everything. 5 course meal, reasonably priced, wide spread but average options for vegetarians. Buffer is one time try as it will be the even after 3 months.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or20-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
23,40,30 March 2016,Tasty chinese food!,"The buffet spread was great.The Hakka noodles, chicken, crabs, fried rice were good. Have been here once And pretty satisfied. Lil pricy though",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or20-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
24,40,29 March 2016,All time favourite!!,"I love this restaurant for its authentic indo chinese food. The ambience also is perfect for a nice dinner date. Located in the heart of then panjim city. The buffet or a la carte ,anything is the best",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or20-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
25,30,28 March 2016,Amazing with a hint of disappointment,my fave cuisine made extra yummy by mainland china access is difficult due to its location... can't easily be spotted but once you enter there and dig in you will forget all about the difficulties. The ambience is quite relaxing and the service is rather quick although the buffet is rather small one...desserts are not that great especially the coconut stuff,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or20-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
26,40,28 February 2016,Preety good,Well mainland China located in the top floor of the Goa Caculo mall the entrance not easily reached but the hotel is well maintained the interiors and service preety good hygienic.Afterall mainland China being a famous brand it keeps up to its standard.The Chinese food is tasty.,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or20-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
27,40,30 January 2016,A Brownie-Lovers Paradise!,"Don't be put off by the fact that Mainland China is located inside a busy mall. It is a great restaurant with marvelous decor that serves yummy Chinese food. I would personally suggest eating the ""Brownie With Hot Chocolate Sauce"" (and sharing it, because the portion is quite large for one person). Served on a sizzling plate with vanilla ice-cream, it is a brownie-lovers paradise. But be careful not to burn your mouth ;)",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or20-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
28,30,23 January 2016,Okay,Chinese food was quite good Ordering took a while Seafood was good Buffet too small Price was good Service quick Overall it's okay,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or20-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
29,40,6 January 2016,Lunch buffet,"As usual the starters were excellent. We visited the place on New Years day, hence there was a lot of crowd. The mains were below average, particularly the fried rice. The dessert was alright. The previouos time we visited, the experience was better. They had given us chop sticks to try and served Jasmine tea. However, after request, they did serve us Jasmine tea. Good place to dine out particularly considering the location and ambiance, but the management can improve the service. I think, preferably, avoid busy days.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or20-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
30,40,31 December 2015,Fantastic Spread of Very Tasty Food,Had been during Diwali vacation to goa and had spent some time at the mall and then visited mainland china. The spread of the food and the fantastic taste was just mind-blowing. The staff were very courteous and helpful. a fantastic Family place and also a great place to dine with family and friends.,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or30-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
31,40,7 December 2015,Wonderful place !,The ambience is cool and the food was awesome ! The buffet spread is quite elaborate and going for lunch with an appetite here will please you a lot ! Enjoy !,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or30-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
32,50,27 November 2015,Excellent food and ambience,"The food, service and ambience is awesum loved the overall experience.. it feels awesum n safe here 😊very happy",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or30-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
33,40,5 November 2015,Chineese food with Bong- connection,"Like other branches of Mainland China, food is tasty and good but comparing Kolkata and Delhi branches menu variety is limited though they assured all dishes will inducted soon.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or30-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
34,30,12 October 2015,Convient and friendly,"The food is not at the level of the service. Our best choice are the dumplings (dim sum). All the rest was... disappointing. Avoid holidays and sundays, it can be very noisy during the brunch.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or30-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
35,40,7 October 2015,Oriental Restaurant,It is located above Caculo Mall and offers either buffet or a la carte option. The cuisine is authentic oriental and the service staff are helpful in selecting the cuisine. it is fine dine restaurant. Better reserve table especially on holidays or weekends,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or30-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
36,50,4 October 2015,Exquisite Chinese Meal,"We had the pleasure of having a family dinner at this restaurant and were more than satisfied by the quality of the food, the size of the servings, the attentive staff who were not overbearing and the ambiance of the restaurant.Some of us had the fixed menu which is a kind of banquet for a single person for Rs 575.00 inclusive of taxes which was great value for money and was heaps plenty to share around to those of us who wisely chose from the a la carte menu.The food was cooked to perfection and the steamed vegetables were the best I had ever tasted. Well done Chef!!!!",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or30-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
37,50,26 September 2015,lightining hall,v reached their at night that was beautifullly designed lightning attract over all view v eat some fast food and drinked over it .,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or30-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
38,50,1 September 2015,Beautiful place to dine,The decor was beautiful as their every restaurant. The food was hot and tasty. The staff was very courteous.,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or30-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
39,40,19 August 2015,A familly meal,Another one now in Goa. The typical Indo-Chinese family restaurant. A full family affair. Not for the romantic.,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or30-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
40,50,19 August 2015,Chinese Restaurant Goa,"Good food, good service, reasonable prices. Very clean and tidy. All types of Chinese food avaiable. Beverages also avaiable",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or40-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
41,50,22 July 2015,excellent,Excellent menu professional staff intriguing ambience smooth service varied choice perfect location good value for money,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or40-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
42,50,15 July 2015,oh god. cant express.!!,"Brilliant place. The ambiance, the food. Everything was perfect.... service was great... and it is a must visit place for Chinese food lover.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or40-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
43,50,28 June 2015,Best place 2 have lunch,Best food I hv ever had.. they given 8 mouth watering hot veg/n veg starter. We gone 4r buffet lunch.. the staff as well as manager r very attentive n cooperative. I ll visit there again n again.. I ll never forget that day which given a wonderful experience. I ll request every one 2 go there and try once.. I gurantee u ll also hv a good experience. . 16th of june we visited there.. it ll be a memorable day for both of us... keep it up n give the best service...,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or40-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
44,40,18 June 2015,very good,"i been here on 12/06/15. and their food is very good and if you need not want spicy or need extra let them know first, They cook as per Chines and taste is good and variety of choice.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or40-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
45,40,23 May 2015,Best Chinese in Goa!!,The food here is great and authentic!! The setup is absolutely fantastic and goes with the name! The starters and main course was really amazing! Didn't get a chance to try the desserts as we were already too stuffed with the amount of starters we had ordered!!,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or40-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
46,50,29 April 2015,Best and authentic chinese,"As their tagline goes 'the best chinese I have ever had' is true. Great ambiance, good taste, very fast service. Only a bit pricey. Service charges are levied too. So you are free to not leave a tip behind",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or40-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
47,50,2 April 2015,Best,Always a best place to go for best food with family and friends... Only point is cosltly comapred to others,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or40-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
48,50,31 March 2015,Deserves a 5 star,"My favourite place for dining, I can't compare this restaurant to any other I have been till now. It's simply the best in their food & wines. On my recent visit, the first nibble brought back old memories. Very few places have that magic in them to bring back old memories. I simply love coming to this place over and over again. The only shortcoming I found this time was the service, I found them a little unprofessional. Other than that I have absolutely zero complaints. Love this place & it is ranked first in my charts.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or40-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
49,50,27 March 2015,Lunch Buffet at Mainland China Panaji,"Excellent service, atmosphere & food. Amazing unlimited quantity and quality. One of the best Chinese restaurants in Goa. Although priced slightly on the higher side, it is worth every penny.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or40-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
50,50,10 March 2015,oriental cusine in north goa,"located in the food court of the cacoula mall north goa. it is one of the good oriental cuisines food chain located in this mall.oriental food lovers to have decent food in north goa area shall head to this mall and this place.best to have, fried rice, starters .ambiance is quite ok considering the location it is operational. staffs are also very gentle",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or50-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
51,50,24 February 2015,Chinese Cuisine at its Best,"What a wonderful buffet lunch we had at this restaurant! The starter were served by the waiters - and as much as one can possibly eat.........the buffet lunch was vast together with the dessert sectioin. The quality of service was excellent and nothing was too much trouble for the staff, even though we were late arrivals for lunch.The value of the buffet is fantastic. Our friends and family felt this is one of the best Chinese restaurants in Panjim.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or50-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
52,30,1 January 2015,Good food and buffet for lunchtime,Staff were very good and did not complain whne we came in past 330 pm .They waited patiently.My mother ordered Duck and I ordered the garlic spicey noodles and seafood schezwan prawns.The food could be better tasting when i compare it to my Bombay experience of the same restaurant.,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or50-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
53,50,5 November 2014,Best Place for Chinese Food in Panaji,"They serve best chinese food in Panaji Goa, location is fantastic at Caculo mall, but rates are little bit on higher side. Quality and service is very good.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or50-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
54,40,10 September 2014,Nice,Great place and good service. Value for money. Not a fine dining as in a mall and little noisy with kids around. But overall a great place.,https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or50-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
55,50,13 July 2014,Amazing Chinese Cuisine,"One of the Best Chinese Cuisines in terms of Vegetarian Cuisines,The amazing starters of Their crackling spinach is still their best one along with Cheese rolls followed by maincourse and deserts!!",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or50-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
56,40,4 July 2014,"Great food, great ambience","Had lunch with family. The ambience is great, combined with excellent food and good service. Rates are reasonable for the standard.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or50-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
57,40,23 June 2014,Good place to entertain guests,"This restaurant offers a lunch buffet which is convenient to take guests, to . Specially when you have not very well known guests at home...rather than stressing about what to order..the buffet is an excellent solution. Soup and starters are served at the table. Meal is wholesome...but one going for a culinary experience...better resort to a la carte.Place is nice, service is good and there are round tables too to sit bigger nos. Ask for the complimentary Chinese tea..helps the digestion!",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or50-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
58,30,21 June 2014,Nice for a Sunday Lunch but Difficult to Park,"We went for the Sunday lunch buffet. We had gone quite early and so the restaurant was relatively empty and the service was good and attentive.Everything was hot and fresh as the buffet had just started. The Szechuan potatoes and the chicken dim sums were the firm favourites among the starters as was the chicken-egg drop soup. These were plentiful and tasty.As far as the main course went; the fish was very disappointing as was the chicken lollipops, but the noodles and the fried rice was good.As in most buffets in my experience, the desserts certainly leave something to be desired; honey flat noodles don't do well being left out for a long time, and calling mango soufflé a dessert, does not make it one!!!But all-in-all a very pleasant way to spend a Sunday lunch and one that we would repeat.One word of caution - parking at Caculo Mall is next to impossible, unless you happen to work there!!! So be prepared to look hard for parking nearby; not easy even on a Sunday!!",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or50-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
59,50,20 May 2014,Great Value,"Have visited this restaurant a couple of times for lunch. Their lunchtime buffet is such good value, with a great choice available.",https://www.tripadvisor.in/Restaurant_Review-g303877-d6563415-Reviews-or50-Mainland_China_Caculo_Mall_Panaji_Goa-Panjim_North_Goa_District_Goa.html,Mainland China, Panaji, Goa
60,50,10 December 2020,Mainland china❤,"This place doesnt require any introduction! Its one of the best when it comes to chinese/asian cuisine.Beautiful interiors, amazing service and mind blowing food. It jst takes ur dining experience to next level!I ordered-DrinksWatermelon and cilantro crush- so soothing and refreshing for the taste buds. Nicely presented. 5/5 *highly recommended.Fruit punch- creamy fruity mocktail will definitely satiate the craving for an amazing mocktail! 5/5SoupEight treasure sweet corn chicken soup- DELICIOUS. Soup was heavenly and truly appetizing with perfect blend of spice and sweetness of corn. 5/5 *highly recommended.StartersPan fried asian chilli fish- very well cooked with balanced flavours and authentic taste! 5/5 (highly recommended.Basil flavoured chicken dumplings- Totally in love with these dumplings! So soft and yummy, melted in mouth. Presented in a very cute manner with sauces that enhanced its taste. 5/5 * highly recommended.Mains-Chilli basil fish- very relishing gravy and fish was well cooked. 5/5Chicken fried rice- you wont stop craving for this! Its that good and delicious. 5/5 *highly recommeded.An amazing amazingg placee to have a great dining experience. Its a must visit!",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
61,50,7 March 2020,China China China,"Mainland China, Has been standing strong for many years and will definitely continue to do so in the future as well. Be it the food or the service, they won't let you down at all. Food is top-notch with maintained authenticity to it. The place is located just opposite Infinity Mall and upon entering this lovely dining place you can notice the huge space. It's more of fine dining with a range of food options. They Al-a-carte as well as buffet style, so it's a personal choice with whatever is okay. When it comes to Asian food, they have great sushi options, mouth-watering dumplings, and scrumptious Thai delicacies. Also, they have introduced a new menu which I did try out and it was definitely one heavenly meal.Good portions to be precise, a single portion can be easily had by 2 people.Started off with few portions of ""Pan Fried BBQ Fish""""Lemon Grass Prawns""""Coriander Chicken"" This was the best.Even tried a range of dumplings and I have a thing for it anyways. Gotta recommend the ""Philadelphia Cheese Dumplings"" & ""Pan Fried Japanese Mushroom Dumplings"". Kudos to the chef for making such amazing food.The mains definitely had to tried and we had ""Lotus Leaf Rice"" accompanied by a decent portion of ""Chicken In Roasted Garlic Sauce"". Even tried a small portion of ""Singapore Style Fired Noddles with Bean Sprout"". A good amount of veggies, fabulous quantity, and the gravy complimented the rice and noodles. Worth it.We finished our meal on a very sinful and decadent note with a huge portion of ""Chocolate Dome"". Well presented and extremely well crafted. For those who love chocolate, this is a definite pick for them.Nothing to complain as if, since everything was just perfect. .",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
